timestamp,price_tmp,price_fir,date
1709773200,179.82,179.82,03-07:1000
1709776800,-77.94,-77.94,03-07:1100
1709780400,-2.0,-2.0,03-07:1200
1709784000,154.48,154.48,03-07:1300
1709787600,159.69,159.69,03-07:1400
1709791200,154.67,154.67,03-07:1500
1709794800,145.83,145.83,03-07:1600
1709798400,169.37,169.37,03-07:1700
1709802000,170.03,170.03,03-07:1800
1709805600,170.03,170.03,03-07:1900
1709809200,145.07,145.07,03-07:2000
1709812800,148.6,148.6,03-07:2100
1709816400,170.03,170.03,03-07:2200
1709820000,131.2,131.2,03-07:2300
1709823600,131.94,131.94,03-08:0000
1709827200,108.22,108.22,03-08:0100
1709830800,271.39,273.36,03-08:0200
1709834400,274.35,267.64,03-08:0300
1709838000,277.4,267.64,03-08:0400
1709841600,166.64,167.74,03-08:0500
1709845200,170.8,170.66,03-08:0600
1709848800,297.4,275.43,03-08:0700
1709852400,252.42,252.42,03-08:0800
1709856000,167.53,169.91,03-08:0900
1709859600,0.0,0.0,03-08:1000
1709863200,-77.94,-77.94,03-08:1100
1709866800,-1.0,-1.0,03-08:1200
1709870400,0.0,0.0,03-08:1300
1709874000,-7.0,-7.0,03-08:1400
1709877600,0.0,0.0,03-08:1500
1709881200,159.69,159.69,03-08:1600
1709884800,-19.0,-19.0,03-08:1700
1709888400,0.0,0.0,03-08:1800
1709892000,173.1,174.07,03-08:1900
1709895600,173.39,174.07,03-08:2000
1709899200,174.32,174.07,03-08:2100
1709902800,108.69,108.69,03-08:2200
1709906400,109.48,109.48,03-08:2300
1709910000,120.38,120.38,03-09:0000
1709913600,169.55,167.43,03-09:0100
1709917200,110.46,110.46,03-09:0200
1709920800,110.46,110.46,03-09:0300
1709924400,109.16,109.16,03-09:0400
1709928000,110.73,110.73,03-09:0500
1709931600,110.73,110.73,03-09:0600
1709935200,169.61,167.43,03-09:0700
1709938800,169.61,167.43,03-09:0800
1709942400,110.73,110.73,03-09:0900
1709946000,0.0,0.0,03-09:1000
1709949600,100.55,100.55,03-09:1100
1709953200,-1.0,-1.0,03-09:1200
1709956800,-19.0,-19.0,03-09:1300
1709960400,0.0,0.0,03-09:1400
1709964000,95.43,95.43,03-09:1500
1709967600,95.96,95.96,03-09:1600
1709971200,107.57,107.57,03-09:1700
1709974800,167.43,167.43,03-09:1800
1709978400,167.43,167.43,03-09:1900
1709982000,167.43,167.43,03-09:2000
1709985600,167.43,167.43,03-09:2100
1709989200,167.43,167.43,03-09:2200
1709992800,167.75,167.75,03-09:2300
1709996400,167.61,167.61,03-10:0000
1710000000,166.75,164.61,03-10:0100
1710003600,165.97,164.61,03-10:0200
1710007200,110.09,110.09,03-10:0300
1710010800,110.35,110.35,03-10:0400
1710014400,110.35,110.35,03-10:0500
1710018000,165.37,165.86,03-10:0600
1710021600,165.71,165.86,03-10:0700
1710025200,165.71,165.86,03-10:0800
1710028800,110.09,110.09,03-10:0900
1710032400,-8.0,-8.0,03-10:1000
1710036000,-77.94,-77.94,03-10:1100
1710039600,0.0,0.0,03-10:1200
1710043200,-4.0,-4.0,03-10:1300
1710046800,6.93,6.93,03-10:1400
1710050400,82.66,82.66,03-10:1500
1710054000,91.5,91.5,03-10:1600
1710057600,93.74,93.74,03-10:1700
1710061200,106.51,106.51,03-10:1800
1710064800,169.34,169.34,03-10:1900
1710068400,169.34,169.34,03-10:2000
1710072000,169.34,169.34,03-10:2100
1710075600,169.34,169.34,03-10:2200
1710079200,169.34,169.34,03-10:2300
1710082800,169.34,169.34,03-11:0000
1710086400,108.05,108.05,03-11:0100
1710090000,83.44,83.44,03-11:0200
1710093600,84.24,84.24,03-11:0300
1710097200,84.24,84.24,03-11:0400
1710100800,84.24,84.24,03-11:0500
1710104400,84.24,84.24,03-11:0600
1710108000,108.05,108.05,03-11:0700
1710111600,108.69,108.69,03-11:0800
1710115200,0.0,0.0,03-11:0900
1710118800,0.0,0.0,03-11:1000
1710122400,0.0,0.0,03-11:1100
1710126000,168.86,168.3,03-11:1200
1710129600,168.84,168.3,03-11:1300
1710133200,168.84,168.3,03-11:1400
1710136800,170.27,169.72,03-11:1500
1710140400,170.27,169.72,03-11:1600
1710144000,170.27,169.72,03-11:1700
1710147600,170.32,169.72,03-11:1800
1710151200,170.27,169.72,03-11:1900
1710154800,170.33,169.72,03-11:2000
1710158400,169.9,169.9,03-11:2100
1710162000,169.9,169.9,03-11:2200
1710165600,169.9,169.9,03-11:2300
1710169200,169.9,169.9,03-12:0000
1710172800,148.87,148.87,03-12:0100
1710176400,107.12,107.12,03-12:0200
1710180000,107.12,107.12,03-12:0300
1710183600,107.12,107.12,03-12:0400
1710187200,107.12,107.12,03-12:0500
1710190800,107.12,107.12,03-12:0600
1710194400,166.26,166.02,03-12:0700
1710198000,166.01,166.02,03-12:0800
1710201600,165.94,165.97,03-12:0900
1710205200,179.39,179.39,03-12:1000
1710208800,-19.0,-19.0,03-12:1100
1710212400,0.0,0.0,03-12:1200
1710216000,0.0,0.0,03-12:1300
1710219600,0.0,0.0,03-12:1400
1710223200,0.0,0.0,03-12:1500
1710226800,0.0,0.0,03-12:1600
1710230400,158.89,158.89,03-12:1700
1710234000,167.39,167.66,03-12:1800
1710237600,166.07,166.32,03-12:1900
1710241200,166.03,166.32,03-12:2000
1710244800,166.2,166.5,03-12:2100
1710248400,166.2,166.5,03-12:2200
1710252000,158.79,158.79,03-12:2300
1710255600,158.81,158.81,03-13:0000
1710259200,146.27,146.27,03-13:0100
1710262800,107.91,107.91,03-13:0200
1710266400,107.91,107.91,03-13:0300
1710270000,108.17,108.17,03-13:0400
1710273600,108.17,108.17,03-13:0500
1710277200,108.69,108.69,03-13:0600
1710280800,150.12,150.12,03-13:0700
1710284400,156.34,156.34,03-13:0800
1710288000,171.22,171.63,03-13:0900
1710291600,-19.0,-19.0,03-13:1000
1710295200,167.07,167.07,03-13:1100
1710298800,167.8,167.8,03-13:1200
1710302400,156.34,156.34,03-13:1300
1710306000,156.34,156.34,03-13:1400
1710309600,156.34,156.34,03-13:1500
1710313200,156.34,156.34,03-13:1600
1710316800,165.73,166.34,03-13:1700
1710320400,169.04,168.32,03-13:1800
1710324000,168.03,167.31,03-13:1900
1710327600,168.03,167.31,03-13:2000
1710331200,167.29,167.31,03-13:2100
1710334800,168.33,168.9,03-13:2200
1710338400,167.1,167.31,03-13:2300
1710342000,164.02,164.02,03-14:0000
1710345600,155.81,155.46,03-14:0100
1710349200,156.1,155.46,03-14:0200
1710352800,107.31,107.31,03-14:0300
1710356400,156.02,155.46,03-14:0400
1710360000,155.42,155.46,03-14:0500
1710363600,155.42,155.46,03-14:0600
1710367200,155.42,155.46,03-14:0700
1710370800,170.34,172.16,03-14:0800
1710374400,175.62,175.66,03-14:0900
1710378000,-77.94,-77.94,03-14:1000
1710381600,163.52,162.93,03-14:1100
1710385200,146.76,146.76,03-14:1200
1710388800,141.76,141.76,03-14:1300
1710392400,141.76,141.76,03-14:1400
1710396000,133.52,133.52,03-14:1500
1710399600,163.29,162.93,03-14:1600
1710403200,165.11,165.6,03-14:1700
1710406800,165.12,165.6,03-14:1800
1710410400,166.51,167.03,03-14:1900
1710414000,166.51,167.03,03-14:2000
1710417600,166.51,167.03,03-14:2100
1710421200,166.81,167.32,03-14:2200
1710424800,167.32,167.32,03-14:2300
1710428400,165.78,165.78,03-15:0000
1710432000,145.83,145.83,03-15:0100
1710435600,155.32,155.06,03-15:0200
1710439200,155.18,155.06,03-15:0300
1710442800,155.18,155.06,03-15:0400
1710446400,155.32,155.06,03-15:0500
1710450000,163.95,165.59,03-15:0600
1710453600,164.59,165.59,03-15:0700
1710457200,154.91,154.91,03-15:0800
1710460800,166.51,167.32,03-15:0900
1710464400,-77.94,-77.94,03-15:1000
1710468000,-77.94,-77.94,03-15:1100
1710471600,148.62,148.62,03-15:1200
1710475200,99.07,99.07,03-15:1300
1710478800,97.01,97.01,03-15:1400
1710482400,100.77,100.77,03-15:1500
1710486000,131.45,131.45,03-15:1600
1710489600,117.73,117.73,03-15:1700
1710493200,121.04,121.04,03-15:1800
1710496800,168.41,169.31,03-15:1900
1710500400,168.41,169.31,03-15:2000
1710504000,168.41,169.31,03-15:2100
1710507600,168.41,169.31,03-15:2200
1710511200,169.31,169.31,03-15:2300
1710514800,165.41,165.41,03-16:0000
1710518400,167.75,168.34,03-16:0100
1710522000,169.04,169.04,03-16:0200
1710525600,169.04,169.04,03-16:0300
1710529200,166.19,166.1,03-16:0400
1710532800,166.28,167.43,03-16:0500
1710536400,166.38,167.43,03-16:0600
1710540000,167.33,168.55,03-16:0700
1710543600,166.15,167.43,03-16:0800
1710547200,117.62,117.62,03-16:0900
1710550800,-77.94,-77.94,03-16:1000
1710554400,0.0,0.0,03-16:1100
1710558000,0.0,0.0,03-16:1200
1710561600,-51.96,-51.96,03-16:1300
1710565200,95.65,95.65,03-16:1400
1710568800,104.91,104.91,03-16:1500
1710572400,99.48,99.48,03-16:1600
1710576000,104.91,104.91,03-16:1700
1710579600,163.69,165.9,03-16:1800
1710583200,169.64,171.85,03-16:1900
1710586800,169.85,172.06,03-16:2000
1710590400,169.85,172.06,03-16:2100
1710594000,169.85,172.06,03-16:2200
1710597600,165.92,165.92,03-16:2300
1710601200,165.92,165.92,03-17:0000
1710604800,174.01,173.44,03-17:0100
1710608400,106.51,106.51,03-17:0200
1710612000,95.97,95.97,03-17:0300
1710615600,95.97,95.97,03-17:0400
1710619200,95.97,95.97,03-17:0500
1710622800,128.43,128.43,03-17:0600
1710626400,133.91,133.91,03-17:0700
1710630000,131.52,131.52,03-17:0800
1710633600,99.15,99.15,03-17:0900
1710637200,95.96,95.96,03-17:1000
1710640800,93.07,93.07,03-17:1100
1710644400,0.0,0.0,03-17:1200
1710648000,0.0,0.0,03-17:1300
1710651600,0.0,0.0,03-17:1400
1710655200,100.21,100.21,03-17:1500
1710658800,91.41,91.41,03-17:1600
1710662400,91.41,91.41,03-17:1700
1710666000,144.2,144.2,03-17:1800
1710669600,0.0,0.0,03-17:1900
1710673200,0.0,0.0,03-17:2000
1710676800,0.0,0.0,03-17:2100
1710680400,160.64,160.64,03-17:2200
1710684000,160.6,160.6,03-17:2300
1710687600,0.0,0.0,03-18:0000
1710691200,0.0,0.0,03-18:0100
1710694800,0.0,0.0,03-18:0200
1710698400,86.3,86.3,03-18:0300
1710702000,86.3,86.3,03-18:0400
1710705600,86.3,86.3,03-18:0500
1710709200,94.53,94.53,03-18:0600
1710712800,109.22,109.22,03-18:0700
1710716400,133.27,133.27,03-18:0800
1710720000,163.15,163.36,03-18:0900
1710723600,-77.94,-77.94,03-18:1000
1710727200,-19.0,-19.0,03-18:1100
1710730800,154.46,154.46,03-18:1200
1710734400,146.17,146.17,03-18:1300
1710738000,154.43,154.43,03-18:1400
1710741600,0.0,0.0,03-18:1500
1710745200,164.05,164.15,03-18:1600
1710748800,166.29,166.29,03-18:1700
1710752400,167.63,167.63,03-18:1800
1710756000,167.63,167.63,03-18:1900
1710759600,167.63,167.63,03-18:2000
1710763200,167.63,167.63,03-18:2100
1710766800,167.63,167.63,03-18:2200
1710770400,168.23,167.63,03-18:2300
1710774000,167.63,167.63,03-19:0000
1710777600,124.24,124.24,03-19:0100
1710781200,101.77,101.77,03-19:0200
1710784800,101.77,101.77,03-19:0300
1710788400,101.77,101.77,03-19:0400
1710792000,101.77,101.77,03-19:0500
1710795600,104.28,104.28,03-19:0600
1710799200,120.27,120.27,03-19:0700
1710802800,145.22,145.22,03-19:0800
1710806400,169.82,171.42,03-19:0900
1710810000,172.67,174.09,03-19:1000
1710813600,154.48,154.48,03-19:1100
1710817200,0.0,0.0,03-19:1200
1710820800,-77.94,-77.94,03-19:1300
1710824400,-77.94,-77.94,03-19:1400
1710828000,0.0,0.0,03-19:1500
1710831600,153.28,153.28,03-19:1600
1710835200,0.0,0.0,03-19:1700
1710838800,170.94,172.4,03-19:1800
1710842400,170.94,172.4,03-19:1900
1710846000,172.47,172.58,03-19:2000
1710849600,171.21,172.67,03-19:2100
1710853200,171.21,172.67,03-19:2200
1710856800,172.67,172.67,03-19:2300
1710860400,151.28,151.28,03-20:0000
1710864000,124.24,124.24,03-20:0100
1710867600,107.31,107.31,03-20:0200
1710871200,103.39,103.39,03-20:0300
1710874800,103.32,103.32,03-20:0400
1710878400,103.63,103.63,03-20:0500
1710882000,118.48,118.48,03-20:0600
1710885600,125.91,125.91,03-20:0700
1710889200,129.18,129.18,03-20:0800
1710892800,-19.0,-19.0,03-20:0900
1710896400,-25.98,-25.98,03-20:1000
1710900000,-77.94,-77.94,03-20:1100
1710903600,-77.94,-77.94,03-20:1200
1710907200,-77.94,-77.94,03-20:1300
1710910800,-77.94,-77.94,03-20:1400
1710914400,-77.94,-77.94,03-20:1500
1710918000,-76.38,-76.38,03-20:1600
1710921600,0.0,0.0,03-20:1700
1710925200,125.62,125.62,03-20:1800
1710928800,146.98,146.98,03-20:1900
1710932400,147.59,147.59,03-20:2000
1710936000,147.64,147.64,03-20:2100
1710939600,147.69,147.69,03-20:2200
1710943200,152.99,152.99,03-20:2300
1710946800,167.3,167.3,03-21:0000
1710950400,127.41,127.41,03-21:0100
1710954000,108.69,108.69,03-21:0200
1710957600,103.53,103.53,03-21:0300
1710961200,103.34,103.34,03-21:0400
1710964800,107.31,107.31,03-21:0500
1710968400,127.59,127.59,03-21:0600
1710972000,255.56,255.56,03-21:0700
1710975600,153.23,153.23,03-21:0800
1710979200,168.22,166.94,03-21:0900
1710982800,-77.94,-77.94,03-21:1000
1710986400,151.23,151.23,03-21:1100
1710990000,150.46,150.46,03-21:1200
1710993600,126.25,126.25,03-21:1300
1710997200,147.14,147.14,03-21:1400
1711000800,149.42,149.42,03-21:1500
1711004400,149.29,149.29,03-21:1600
1711008000,-76.38,-76.38,03-21:1700
1711011600,169.47,169.44,03-21:1800
1711015200,168.97,168.96,03-21:1900
1711018800,169.01,168.96,03-21:2000
1711022400,169.13,169.13,03-21:2100
1711026000,169.13,169.13,03-21:2200
1711029600,170.1,169.13,03-21:2300
1711033200,169.13,169.13,03-22:0000
1711036800,255.56,255.56,03-22:0100
1711040400,168.25,168.25,03-22:0200
1711044000,121.65,121.65,03-22:0300
1711047600,121.65,121.65,03-22:0400
1711051200,169.33,170.8,03-22:0500
1711054800,168.6,170.8,03-22:0600
1711058400,168.83,170.8,03-22:0700
1711062000,0.0,0.0,03-22:0800
1711065600,-19.0,-19.0,03-22:0900
1711069200,0.0,0.0,03-22:1000
1711072800,-77.94,-77.94,03-22:1100
1711076400,-77.94,-77.94,03-22:1200
1711080000,-77.94,-77.94,03-22:1300
1711083600,-60.62,-60.62,03-22:1400
1711087200,0.0,0.0,03-22:1500
1711090800,-19.0,-19.0,03-22:1600
1711094400,0.0,0.0,03-22:1700
1711098000,170.98,170.9,03-22:1800
1711101600,153.28,153.28,03-22:1900
1711105200,153.4,153.4,03-22:2000
1711108800,0.0,0.0,03-22:2100
1711112400,0.0,0.0,03-22:2200
1711116000,153.57,153.57,03-22:2300
1711119600,160.11,160.11,03-23:0000
1711123200,158.33,158.33,03-23:0100
1711126800,156.67,156.67,03-23:0200
1711130400,142.95,142.95,03-23:0300
1711134000,120.02,120.02,03-23:0400
1711137600,139.13,139.13,03-23:0500
1711141200,156.68,156.68,03-23:0600
1711144800,156.69,156.69,03-23:0700
1711148400,156.69,156.69,03-23:0800
1711152000,156.69,156.69,03-23:0900
1711155600,105.68,105.68,03-23:1000
1711159200,0.0,0.0,03-23:1100
1711162800,-77.94,-77.94,03-23:1200
1711166400,-77.94,-77.94,03-23:1300
1711170000,105.24,105.24,03-23:1400
1711173600,104.91,104.91,03-23:1500
1711177200,95.27,95.27,03-23:1600
1711180800,95.53,95.53,03-23:1700
1711184400,142.55,142.55,03-23:1800
1711188000,168.42,167.48,03-23:1900
1711191600,168.42,167.48,03-23:2000
1711195200,168.42,167.48,03-23:2100
1711198800,168.59,167.66,03-23:2200
1711202400,167.66,167.66,03-23:2300
1711206000,157.43,157.43,03-24:0000
1711209600,127.8,127.8,03-24:0100
1711213200,104.62,104.62,03-24:0200
1711216800,104.62,104.62,03-24:0300
1711220400,100.21,100.21,03-24:0400
1711224000,104.62,104.62,03-24:0500
1711227600,125.92,125.92,03-24:0600
1711231200,130.8,130.8,03-24:0700
1711234800,122.6,122.6,03-24:0800
1711238400,95.83,95.83,03-24:0900
1711242000,100.21,100.21,03-24:1000
1711245600,100.21,100.21,03-24:1100
1711249200,96.49,96.49,03-24:1200
1711252800,95.77,95.77,03-24:1300
1711256400,95.77,95.77,03-24:1400
1711260000,95.42,95.42,03-24:1500
1711263600,91.38,91.38,03-24:1600
1711267200,95.47,95.47,03-24:1700
1711270800,104.78,104.78,03-24:1800
1711274400,157.19,158.18,03-24:1900
1711278000,157.19,158.18,03-24:2000
1711281600,157.19,158.18,03-24:2100
1711285200,129.41,129.41,03-24:2200
1711288800,129.5,129.5,03-24:2300
1711292400,128.34,128.34,03-25:0000
1711296000,124.24,124.24,03-25:0100
1711299600,105.24,105.24,03-25:0200
1711303200,105.24,105.24,03-25:0300
1711306800,105.24,105.24,03-25:0400
1711310400,105.24,105.24,03-25:0500
1711314000,105.24,105.24,03-25:0600
1711317600,168.97,168.68,03-25:0700
1711321200,168.8,168.68,03-25:0800
1711324800,170.36,170.24,03-25:0900
1711328400,208.14,208.14,03-25:1000
1711332000,170.08,170.24,03-25:1100
1711335600,214.28,214.66,03-25:1200
1711339200,213.96,214.66,03-25:1300
1711342800,169.01,169.01,03-25:1400
1711346400,169.71,169.71,03-25:1500
1711350000,162.39,162.39,03-25:1600
1711353600,156.2,156.2,03-25:1700
1711357200,168.22,168.22,03-25:1800
1711360800,169.49,169.49,03-25:1900
1711364400,167.57,167.57,03-25:2000
1711368000,167.57,167.57,03-25:2100
1711371600,167.57,167.57,03-25:2200
1711375200,167.57,167.57,03-25:2300
1711378800,167.57,167.57,03-26:0000
1711382400,168.04,168.92,03-26:0100
1711386000,155.75,156.93,03-26:0200
1711389600,120.11,120.11,03-26:0300
1711393200,120.24,120.24,03-26:0400
1711396800,120.24,120.24,03-26:0500
1711400400,120.24,120.24,03-26:0600
1711404000,126.78,126.78,03-26:0700
1711407600,156.13,157.13,03-26:0800
1711411200,169.09,169.09,03-26:0900
1711414800,203.29,203.29,03-26:1000
1711418400,159.51,159.51,03-26:1100
1711422000,154.11,154.11,03-26:1200
1711425600,143.35,143.35,03-26:1300
1711429200,143.35,143.35,03-26:1400
1711432800,143.35,143.35,03-26:1500
1711436400,143.55,143.55,03-26:1600
1711440000,154.11,154.11,03-26:1700
1711443600,168.94,169.02,03-26:1800
1711447200,170.12,170.2,03-26:1900
1711450800,170.12,170.2,03-26:2000
1711454400,170.2,170.2,03-26:2100
1711458000,169.07,169.07,03-26:2200
1711461600,170.98,170.27,03-26:2300
1711465200,169.07,169.07,03-27:0000
1711468800,170.96,170.96,03-27:0100
1711472400,120.59,120.59,03-27:0200
1711476000,118.5,118.5,03-27:0300
1711479600,116.57,116.57,03-27:0400
1711483200,118.5,118.5,03-27:0500
1711486800,121.18,121.18,03-27:0600
1711490400,171.0,170.96,03-27:0700
1711494000,171.11,170.96,03-27:0800
1711497600,155.71,155.71,03-27:0900
1711501200,165.47,165.47,03-27:1000
1711504800,159.69,159.69,03-27:1100
1711508400,159.29,159.29,03-27:1200
1711512000,148.03,148.03,03-27:1300
1711515600,156.6,156.6,03-27:1400
1711519200,160.09,160.09,03-27:1500
1711522800,168.71,168.71,03-27:1600
1711526400,171.24,171.24,03-27:1700
1711530000,162.83,163.14,03-27:1800
1711533600,168.12,168.19,03-27:1900
1711537200,168.5,168.19,03-27:2000
1711540800,167.78,168.19,03-27:2100
1711544400,168.17,168.19,03-27:2200
1711548000,167.85,168.19,03-27:2300
1711551600,153.69,153.69,03-28:0000
1711555200,120.54,120.54,03-28:0100
1711558800,119.97,119.97,03-28:0200
1711562400,119.97,119.97,03-28:0300
1711566000,119.97,119.97,03-28:0400
1711569600,119.97,119.97,03-28:0500
1711573200,119.97,119.97,03-28:0600
1711576800,120.42,120.42,03-28:0700
1711580400,153.23,153.23,03-28:0800
1711584000,167.84,167.7,03-28:0900
1711587600,169.4,169.52,03-28:1000
1711591200,167.17,167.56,03-28:1100
1711594800,166.12,167.56,03-28:1200
1711598400,165.84,167.28,03-28:1300
1711602000,166.2,167.56,03-28:1400
1711605600,166.15,167.39,03-28:1500
1711609200,170.09,169.52,03-28:1600
1711612800,167.75,166.85,03-28:1700
1711616400,167.75,166.85,03-28:1800
1711620000,168.72,168.01,03-28:1900
1711623600,168.01,168.01,03-28:2000
1711627200,168.01,168.01,03-28:2100
1711630800,168.01,168.01,03-28:2200
1711634400,168.05,168.05,03-28:2300
1711638000,168.05,168.05,03-29:0000
1711641600,167.91,167.95,03-29:0100
1711645200,120.07,120.07,03-29:0200
1711648800,120.07,120.07,03-29:0300
1711652400,120.07,120.07,03-29:0400
1711656000,120.07,120.07,03-29:0500
1711659600,120.07,120.07,03-29:0600
1711663200,169.71,169.42,03-29:0700
1711666800,169.71,169.42,03-29:0800
1711670400,156.38,156.38,03-29:0900
1711674000,-77.94,-77.94,03-29:1000
1711677600,-77.94,-77.94,03-29:1100
1711681200,-77.94,-77.94,03-29:1200
1711684800,-77.94,-77.94,03-29:1300
1711688400,-77.94,-77.94,03-29:1400
1711692000,119.96,119.96,03-29:1500
1711695600,130.67,130.67,03-29:1600
1711699200,0.0,0.0,03-29:1700
1711702800,164.95,164.37,03-29:1800
1711706400,166.21,165.7,03-29:1900
1711710000,165.46,164.83,03-29:2000
