timestamp,price,date
1709740800,107.31,03-07-01
1709744400,94.48,03-07-02
1709748000,90.83,03-07-03
1709751600,90.83,03-07-04
1709755200,90.83,03-07-05
1709758800,95.0,03-07-06
1709762400,108.17,03-07-07
1709766000,108.69,03-07-08
1709769600,170.95,03-07-09
1709773200,179.82,03-07-10
1709776800,134.97,03-07-11
1709780400,165.47,03-07-12
1709784000,154.48,03-07-13
1709787600,159.69,03-07-14
1709791200,154.67,03-07-15
1709794800,145.83,03-07-16
1709798400,166.64,03-07-17
1709802000,166.64,03-07-18
1709805600,166.82,03-07-19
1709809200,145.07,03-07-20
1709812800,148.6,03-07-21
1709816400,139.29,03-07-22
1709820000,131.2,03-07-23
1709823600,131.94,03-08-00
1709827200,108.22,03-08-01
1709830800,99.07,03-08-02
1709834400,94.56,03-08-03
1709838000,90.83,03-08-04
1709841600,94.55,03-08-05
1709845200,95.86,03-08-06
1709848800,109.48,03-08-07
1709852400,139.5,03-08-08
1709856000,167.4,03-08-09
1709859600,171.52,03-08-10
1709863200,168.51,03-08-11
1709866800,158.96,03-08-12
1709870400,152.91,03-08-13
1709874000,159.69,03-08-14
1709877600,159.69,03-08-15
1709881200,159.69,03-08-16
1709884800,153.07,03-08-17
1709888400,167.22,03-08-18
1709892000,150.75,03-08-19
1709895600,145.67,03-08-20
1709899200,142.91,03-08-21
1709902800,108.69,03-08-22
1709906400,109.48,03-08-23
1709910000,120.38,03-09-00
1709913600,169.62,03-09-01
1709917200,110.46,03-09-02
1709920800,110.46,03-09-03
1709924400,109.16,03-09-04
1709928000,110.73,03-09-05
1709931600,110.73,03-09-06
1709935200,157.36,03-09-07
1709938800,158.88,03-09-08
1709942400,110.73,03-09-09
1709946000,110.46,03-09-10
1709949600,100.55,03-09-11
1709953200,-1.0,03-09-12
1709956800,-50.0,03-09-13
1709960400,-50.0,03-09-14
1709964000,95.43,03-09-15
1709967600,95.96,03-09-16
1709971200,107.57,03-09-17
1709974800,154.25,03-09-18
1709978400,154.27,03-09-19
1709982000,156.13,03-09-20
1709985600,159.46,03-09-21
1709989200,159.97,03-09-22
1709992800,167.01,03-09-23
1709996400,166.69,03-10-00
1710000000,156.87,03-10-01
1710003600,154.76,03-10-02
1710007200,110.09,03-10-03
1710010800,142.5,03-10-04
1710014400,110.35,03-10-05
1710018000,170.09,03-10-06
1710021600,170.09,03-10-07
1710025200,170.09,03-10-08
1710028800,110.09,03-10-09
1710032400,91.64,03-10-10
1710036000,91.77,03-10-11
1710039600,91.28,03-10-12
1710043200,91.29,03-10-13
1710046800,6.93,03-10-14
1710050400,82.66,03-10-15
1710054000,91.5,03-10-16
1710057600,93.74,03-10-17
1710061200,161.39,03-10-18
1710064800,166.08,03-10-19
1710068400,255.59,03-10-20
1710072000,255.59,03-10-21
1710075600,166.38,03-10-22
1710079200,166.38,03-10-23
1710082800,166.38,03-11-00
1710086400,170.75,03-11-01
1710090000,132.75,03-11-02
1710093600,168.63,03-11-03
1710097200,136.34,03-11-04
1710100800,84.24,03-11-05
1710104400,84.24,03-11-06
1710108000,137.61,03-11-07
1710111600,134.77,03-11-08
1710115200,163.58,03-11-09
1710118800,177.79,03-11-10
1710122400,168.28,03-11-11
1710126000,153.78,03-11-12
1710129600,153.48,03-11-13
1710133200,153.69,03-11-14
1710136800,153.74,03-11-15
1710140400,162.68,03-11-16
1710144000,153.74,03-11-17
1710147600,167.62,03-11-18
1710151200,167.62,03-11-19
1710154800,167.62,03-11-20
1710158400,167.62,03-11-21
1710162000,167.62,03-11-22
1710165600,167.62,03-11-23
1710169200,167.47,03-12-00
1710172800,167.14,03-12-01
1710176400,162.59,03-12-02
1710180000,107.12,03-12-03
1710183600,145.16,03-12-04
1710187200,145.16,03-12-05
1710190800,145.16,03-12-06
1710194400,149.52,03-12-07
1710198000,169.25,03-12-08
1710201600,169.05,03-12-09
1710205200,169.05,03-12-10
1710208800,172.8,03-12-11
1710212400,168.38,03-12-12
1710216000,160.21,03-12-13
1710219600,160.3,03-12-14
1710223200,159.57,03-12-15
1710226800,157.72,03-12-16
1710230400,158.89,03-12-17
1710234000,159.79,03-12-18
1710237600,160.21,03-12-19
1710241200,160.21,03-12-20
1710244800,154.56,03-12-21
1710248400,152.75,03-12-22
1710252000,158.79,03-12-23
1710255600,158.81,03-13-00
1710259200,170.72,03-13-01
1710262800,107.91,03-13-02
1710266400,107.91,03-13-03
1710270000,108.17,03-13-04
1710273600,108.17,03-13-05
1710277200,108.69,03-13-06
1710280800,152.91,03-13-07
1710284400,156.49,03-13-08
1710288000,160.34,03-13-09
1710291600,172.97,03-13-10
1710295200,165.07,03-13-11
1710298800,167.95,03-13-12
1710302400,0.0,03-13-13
1710306000,156.49,03-13-14
1710309600,156.49,03-13-15
1710313200,156.49,03-13-16
1710316800,156.81,03-13-17
1710320400,171.96,03-13-18
1710324000,170.1,03-13-19
1710327600,170.1,03-13-20
1710331200,170.1,03-13-21
1710334800,151.35,03-13-22
1710338400,151.33,03-13-23
1710342000,165.74,03-14-00
1710345600,128.74,03-14-01
1710349200,117.07,03-14-02
1710352800,107.31,03-14-03
1710356400,103.63,03-14-04
1710360000,107.4,03-14-05
1710363600,129.19,03-14-06
1710367200,130.62,03-14-07
1710370800,170.72,03-14-08
1710374400,171.96,03-14-09
1710378000,168.3,03-14-10
1710381600,159.69,03-14-11
1710385200,146.76,03-14-12
1710388800,141.76,03-14-13
1710392400,141.76,03-14-14
1710396000,141.73,03-14-15
1710399600,141.73,03-14-16
1710403200,140.55,03-14-17
1710406800,164.6,03-14-18
1710410400,169.17,03-14-19
1710414000,329.89,03-14-20
1710417600,169.92,03-14-21
1710421200,169.14,03-14-22
1710424800,166.26,03-14-23
1710428400,166.26,03-15-00
1710432000,165.97,03-15-01
1710435600,164.73,03-15-02
1710439200,162.57,03-15-03
1710442800,160.33,03-15-04
1710446400,160.09,03-15-05
1710450000,143.38,03-15-06
1710453600,163.62,03-15-07
1710457200,162.52,03-15-08
1710460800,162.35,03-15-09
1710464400,150.18,03-15-10
1710468000,146.39,03-15-11
1710471600,148.62,03-15-12
1710475200,99.07,03-15-13
1710478800,97.01,03-15-14
1710482400,100.77,03-15-15
1710486000,131.45,03-15-16
1710489600,142.54,03-15-17
1710493200,164.03,03-15-18
1710496800,168.1,03-15-19
1710500400,169.84,03-15-20
1710504000,281.19,03-15-21
1710507600,169.84,03-15-22
1710511200,166.18,03-15-23
1710514800,154.94,03-16-00
1710518400,165.98,03-16-01
1710522000,155.71,03-16-02
1710525600,155.71,03-16-03
1710529200,144.15,03-16-04
1710532800,169.34,03-16-05
1710536400,169.34,03-16-06
1710540000,169.34,03-16-07
1710543600,154.82,03-16-08
1710547200,117.62,03-16-09
1710550800,106.25,03-16-10
1710554400,99.48,03-16-11
1710558000,0.0,03-16-12
1710561600,100.55,03-16-13
1710565200,0.0,03-16-14
1710568800,104.91,03-16-15
1710572400,99.48,03-16-16
1710576000,250.03,03-16-17
1710579600,133.44,03-16-18
1710583200,167.94,03-16-19
1710586800,170.92,03-16-20
1710590400,170.44,03-16-21
1710594000,169.16,03-16-22
1710597600,169.16,03-16-23
1710601200,169.16,03-17-00
1710604800,141.97,03-17-01
1710608400,106.51,03-17-02
1710612000,95.97,03-17-03
1710615600,250.03,03-17-04
1710619200,253.57,03-17-05
1710622800,128.43,03-17-06
1710626400,144.2,03-17-07
1710630000,137.97,03-17-08
1710633600,99.15,03-17-09
1710637200,144.0,03-17-10
1710640800,93.07,03-17-11
1710644400,105.37,03-17-12
1710648000,116.59,03-17-13
1710651600,91.76,03-17-14
1710655200,100.21,03-17-15
1710658800,91.41,03-17-16
1710662400,91.41,03-17-17
1710666000,144.2,03-17-18
1710669600,133.04,03-17-19
1710673200,133.54,03-17-20
1710676800,160.68,03-17-21
1710680400,160.64,03-17-22
1710684000,160.6,03-17-23
1710687600,160.53,03-18-00
1710691200,124.98,03-18-01
1710694800,146.57,03-18-02
1710698400,86.3,03-18-03
1710702000,86.3,03-18-04
1710705600,86.3,03-18-05
1710709200,94.53,03-18-06
1710712800,109.22,03-18-07
1710716400,144.56,03-18-08
1710720000,146.19,03-18-09
1710723600,170.03,03-18-10
1710727200,169.72,03-18-11
1710730800,154.46,03-18-12
1710734400,146.17,03-18-13
1710738000,154.43,03-18-14
1710741600,146.17,03-18-15
1710745200,153.26,03-18-16
1710748800,162.51,03-18-17
1710752400,146.17,03-18-18
1710756000,168.89,03-18-19
1710759600,168.89,03-18-20
1710763200,168.89,03-18-21
1710766800,167.64,03-18-22
1710770400,165.97,03-18-23
1710774000,165.97,03-19-00
1710777600,124.24,03-19-01
1710781200,158.67,03-19-02
1710784800,101.77,03-19-03
1710788400,101.77,03-19-04
1710792000,101.77,03-19-05
1710795600,158.67,03-19-06
1710799200,167.09,03-19-07
1710802800,167.09,03-19-08
1710806400,165.22,03-19-09
1710810000,166.91,03-19-10
1710813600,154.48,03-19-11
1710817200,154.48,03-19-12
1710820800,145.91,03-19-13
1710824400,0.0,03-19-14
1710828000,0.0,03-19-15
1710831600,153.28,03-19-16
1710835200,145.92,03-19-17
1710838800,146.58,03-19-18
1710842400,148.67,03-19-19
1710846000,148.93,03-19-20
1710849600,147.72,03-19-21
1710853200,147.03,03-19-22
1710856800,151.27,03-19-23
1710860400,151.28,03-20-00
1710864000,124.24,03-20-01
1710867600,107.31,03-20-02
1710871200,103.39,03-20-03
1710874800,103.32,03-20-04
1710878400,103.63,03-20-05
1710882000,118.48,03-20-06
1710885600,125.91,03-20-07
1710889200,129.18,03-20-08
1710892800,0.0,03-20-09
1710896400,0.0,03-20-10
1710900000,-19.0,03-20-11
1710903600,-77.94,03-20-12
1710907200,-77.94,03-20-13
1710910800,-77.94,03-20-14
1710914400,-76.38,03-20-15
1710918000,0.0,03-20-16
1710921600,125.62,03-20-17
1710925200,125.62,03-20-18
1710928800,146.98,03-20-19
1710932400,147.59,03-20-20
1710936000,147.64,03-20-21
1710939600,147.69,03-20-22
1710943200,152.99,03-20-23
1710946800,153.0,03-21-00
1710950400,127.41,03-21-01
1710954000,108.69,03-21-02
1710957600,103.53,03-21-03
1710961200,103.34,03-21-04
1710964800,107.31,03-21-05
1710968400,127.59,03-21-06
1710972000,127.59,03-21-07
1710975600,255.56,03-21-08
1710979200,148.94,03-21-09
1710982800,146.86,03-21-10
1710986400,151.23,03-21-11
1710990000,150.46,03-21-12
1710993600,126.25,03-21-13
1710997200,147.14,03-21-14
1711000800,149.42,03-21-15
1711004400,149.29,03-21-16
1711008000,149.29,03-21-17
1711011600,145.9,03-21-18
1711015200,168.52,03-21-19
1711018800,171.02,03-21-20
1711022400,174.63,03-21-21
1711026000,169.77,03-21-22
1711029600,172.27,03-21-23
1711033200,166.38,03-22-00
1711036800,168.26,03-22-01
1711040400,162.35,03-22-02
1711044000,121.65,03-22-03
1711047600,121.65,03-22-04
1711051200,153.45,03-22-05
1711054800,153.6,03-22-06
1711058400,156.03,03-22-07
1711062000,156.92,03-22-08
1711065600,155.27,03-22-09
1711069200,155.08,03-22-10
1711072800,0.0,03-22-11
1711076400,-19.0,03-22-12
1711080000,-77.94,03-22-13
1711083600,-25.98,03-22-14
1711087200,0.0,03-22-15
1711090800,153.27,03-22-16
1711094400,153.28,03-22-17
1711098000,153.28,03-22-18
1711101600,153.28,03-22-19
1711105200,153.4,03-22-20
1711108800,153.4,03-22-21
1711112400,153.46,03-22-22
1711116000,153.57,03-22-23
1711119600,160.11,03-23-00
1711123200,158.33,03-23-01
1711126800,156.67,03-23-02
1711130400,124.91,03-23-03
1711134000,120.02,03-23-04
1711137600,139.13,03-23-05
1711141200,156.68,03-23-06
1711144800,156.69,03-23-07
1711148400,156.69,03-23-08
1711152000,157.19,03-23-09
1711155600,105.68,03-23-10
1711159200,126.62,03-23-11
1711162800,127.32,03-23-12
1711166400,100.55,03-23-13
1711170000,105.24,03-23-14
1711173600,104.91,03-23-15
1711177200,95.27,03-23-16
1711180800,251.38,03-23-17
1711184400,104.76,03-23-18
1711188000,169.81,03-23-19
1711191600,157.4,03-23-20
1711195200,169.81,03-23-21
1711198800,169.81,03-23-22
1711202400,169.81,03-23-23
1711206000,169.81,03-24-00
1711209600,158.08,03-24-01
1711213200,158.08,03-24-02
1711216800,133.94,03-24-03
1711220400,100.21,03-24-04
1711224000,104.62,03-24-05
1711227600,125.92,03-24-06
1711231200,135.54,03-24-07
1711234800,122.6,03-24-08
1711238400,95.83,03-24-09
1711242000,100.21,03-24-10
1711245600,100.21,03-24-11
1711249200,96.49,03-24-12
1711252800,95.77,03-24-13
1711256400,95.77,03-24-14
1711260000,95.42,03-24-15
1711263600,91.38,03-24-16
1711267200,95.47,03-24-17
1711270800,104.78,03-24-18
1711274400,136.79,03-24-19
1711278000,134.01,03-24-20
1711281600,134.27,03-24-21
1711285200,135.66,03-24-22
1711288800,135.69,03-24-23
1711292400,134.14,03-25-00
1711296000,143.15,03-25-01
1711299600,105.24,03-25-02
1711303200,105.24,03-25-03
1711306800,105.24,03-25-04
1711310400,105.24,03-25-05
1711314000,105.24,03-25-06
1711317600,156.31,03-25-07
1711321200,165.27,03-25-08
1711324800,167.94,03-25-09
1711328400,208.14,03-25-10
1711332000,167.94,03-25-11
1711335600,156.2,03-25-12
1711339200,150.87,03-25-13
1711342800,162.11,03-25-14
1711346400,162.33,03-25-15
1711350000,162.39,03-25-16
1711353600,156.2,03-25-17
1711357200,156.2,03-25-18
1711360800,162.11,03-25-19
1711364400,156.21,03-25-20
1711368000,156.15,03-25-21
1711371600,153.07,03-25-22
1711375200,153.02,03-25-23
1711378800,152.89,03-26-00
1711382400,166.45,03-26-01
1711386000,250.73,03-26-02
1711389600,249.71,03-26-03
1711393200,143.35,03-26-04
1711396800,143.35,03-26-05
1711400400,143.35,03-26-06
1711404000,143.35,03-26-07
1711407600,153.24,03-26-08
1711411200,159.51,03-26-09
1711414800,203.29,03-26-10
1711418400,159.51,03-26-11
1711422000,154.11,03-26-12
1711425600,119.5,03-26-13
1711429200,153.92,03-26-14
1711432800,154.1,03-26-15
1711436400,154.1,03-26-16
1711440000,154.11,03-26-17
1711443600,159.51,03-26-18
1711447200,165.9,03-26-19
1711450800,165.9,03-26-20
1711454400,159.51,03-26-21
1711458000,169.72,03-26-22
1711461600,169.72,03-26-23
1711465200,169.72,03-27-00
1711468800,149.86,03-27-01
1711472400,143.75,03-27-02
1711476000,135.94,03-27-03
1711479600,157.02,03-27-04
1711483200,157.02,03-27-05
1711486800,143.75,03-27-06
1711490400,151.82,03-27-07
1711494000,151.81,03-27-08
1711497600,155.71,03-27-09
1711501200,171.91,03-27-10
1711504800,159.69,03-27-11
1711508400,159.29,03-27-12
1711512000,0.0,03-27-13
1711515600,0.0,03-27-14
1711519200,160.09,03-27-15
1711522800,168.71,03-27-16
1711526400,171.24,03-27-17
1711530000,164.81,03-27-18
1711533600,171.48,03-27-19
1711537200,171.48,03-27-20
1711540800,171.48,03-27-21
1711544400,171.48,03-27-22
1711548000,151.77,03-27-23
1711551600,153.69,03-28-00
1711555200,143.55,03-28-01
1711558800,119.97,03-28-02
1711562400,119.97,03-28-03
1711566000,119.97,03-28-04
1711569600,119.97,03-28-05
1711573200,119.97,03-28-06
1711576800,155.96,03-28-07
1711580400,153.23,03-28-08
1711584000,155.96,03-28-09
1711587600,167.81,03-28-10
1711591200,158.88,03-28-11
1711594800,158.88,03-28-12
1711598400,155.76,03-28-13
1711602000,158.88,03-28-14
1711605600,159.69,03-28-15
1711609200,171.06,03-28-16
1711612800,168.38,03-28-17
1711616400,168.38,03-28-18
1711620000,168.56,03-28-19
1711623600,168.56,03-28-20
1711627200,155.05,03-28-21
1711630800,150.35,03-28-22
1711634400,151.71,03-28-23
1711638000,153.22,03-29-00
1711641600,146.02,03-29-01
1711645200,120.07,03-29-02
1711648800,120.07,03-29-03
1711652400,157.53,03-29-04
1711656000,157.7,03-29-05
1711659600,120.07,03-29-06
1711663200,156.03,03-29-07
1711666800,156.67,03-29-08
1711670400,156.38,03-29-09
1711674000,0.0,03-29-10
1711677600,-77.94,03-29-11
1711681200,-77.94,03-29-12
1711684800,-77.94,03-29-13
1711688400,-77.94,03-29-14
1711692000,-19.0,03-29-15
1711695600,0.0,03-29-16
1711699200,153.27,03-29-17
1711702800,148.37,03-29-18
1711706400,153.28,03-29-19
1711710000,153.28,03-29-20
1711713600,157.16,03-29-21
1711717200,157.03,03-29-22
1711720800,155.96,03-29-23
1711724400,156.04,03-30-00
1711728000,165.59,03-30-01
1711731600,164.43,03-30-02
1711735200,255.56,03-30-03
1711738800,135.09,03-30-04
1711742400,136.92,03-30-05
1711746000,156.46,03-30-06
1711749600,165.59,03-30-07
1711753200,126.58,03-30-08
1711756800,112.28,03-30-09
1711760400,112.28,03-30-10
1711764000,0.0,03-30-11
1711767600,-77.94,03-30-12
1711771200,-77.94,03-30-13
1711774800,-38.0,03-30-14
1711778400,0.0,03-30-15
1711782000,100.55,03-30-16
1711785600,102.33,03-30-17
1711789200,135.99,03-30-18
1711792800,169.78,03-30-19
1711796400,169.78,03-30-20
1711800000,168.72,03-30-21
1711803600,168.9,03-30-22
1711807200,168.9,03-30-23
1711810800,168.9,03-31-00
1711814400,156.05,03-31-01
1711818000,156.05,03-31-02
1711821600,156.05,03-31-03
1711825200,156.25,03-31-04
1711828800,156.25,03-31-05
1711832400,156.25,03-31-06
1711836000,175.79,03-31-07
1711839600,175.79,03-31-08
1711843200,156.05,03-31-09
1711846800,155.65,03-31-10
1711850400,155.65,03-31-11
1711854000,155.65,03-31-12
1711857600,155.65,03-31-13
1711861200,142.19,03-31-14
1711864800,142.19,03-31-15
1711868400,155.65,03-31-16
1711872000,155.65,03-31-17
1711875600,155.65,03-31-18
1711879200,171.57,03-31-19
1711882800,170.06,03-31-20
1711886400,172.53,03-31-21
1711890000,176.1,03-31-22
1711893600,171.34,03-31-23
1711897200,172.81,04-01-00
1711900800,159.31,04-01-01
1711904400,95.81,04-01-02
1711908000,159.82,04-01-03
1711911600,154.16,04-01-04
1711915200,154.17,04-01-05
1711918800,160.41,04-01-06
1711922400,123.99,04-01-07
1711926000,153.65,04-01-08
1711929600,158.52,04-01-09
1711933200,157.81,04-01-10
1711936800,117.4,04-01-11
1711940400,0.0,04-01-12
1711944000,-79.32,04-01-13
1711947600,-79.32,04-01-14
1711951200,-1.4,04-01-15
1711954800,110.39,04-01-16
1711958400,120.06,04-01-17
1711962000,152.36,04-01-18
1711965600,202.82,04-01-19
1711969200,156.01,04-01-20
1711972800,156.01,04-01-21
1711976400,154.91,04-01-22
1711980000,154.98,04-01-23
1711983600,154.98,04-02-00
1711987200,144.71,04-02-01
1711990800,144.71,04-02-02
1711994400,144.71,04-02-03
1711998000,144.71,04-02-04
1712001600,144.71,04-02-05
1712005200,144.71,04-02-06
1712008800,159.73,04-02-07
1712012400,163.03,04-02-08
1712016000,159.54,04-02-09
1712019600,162.75,04-02-10
1712023200,154.79,04-02-11
1712026800,144.15,04-02-12
1712030400,144.15,04-02-13
1712034000,144.34,04-02-14
1712037600,156.07,04-02-15
1712041200,159.15,04-02-16
1712044800,159.15,04-02-17
1712048400,159.15,04-02-18
1712052000,147.63,04-02-19
1712055600,147.14,04-02-20
1712059200,159.54,04-02-21
1712062800,159.54,04-02-22
1712066400,159.54,04-02-23
1712070000,141.96,04-03-00
1712073600,144.25,04-03-01
1712077200,158.23,04-03-02
1712080800,144.25,04-03-03
1712084400,144.25,04-03-04
1712088000,144.44,04-03-05
1712091600,144.44,04-03-06
1712095200,144.25,04-03-07
1712098800,158.23,04-03-08
1712102400,158.04,04-03-09
1712106000,162.45,04-03-10
1712109600,163.37,04-03-11
1712113200,157.66,04-03-12
1712116800,157.66,04-03-13
1712120400,157.66,04-03-14
1712124000,157.66,04-03-15
1712127600,160.71,04-03-16
1712131200,157.66,04-03-17
1712134800,157.66,04-03-18
1712138400,158.04,04-03-19
1712142000,158.04,04-03-20
1712145600,158.04,04-03-21
1712149200,158.04,04-03-22
1712152800,158.04,04-03-23
1712156400,158.04,04-04-00
1712160000,153.98,04-04-01
1712163600,153.76,04-04-02
1712167200,144.31,04-04-03
1712170800,144.31,04-04-04
1712174400,144.31,04-04-05
1712178000,153.98,04-04-06
1712181600,153.98,04-04-07
1712185200,157.28,04-04-08
1712188800,157.09,04-04-09
1712192400,162.45,04-04-10
1712196000,157.09,04-04-11
1712199600,156.71,04-04-12
1712203200,156.71,04-04-13
1712206800,156.71,04-04-14
1712210400,156.71,04-04-15
1712214000,162.45,04-04-16
1712217600,156.71,04-04-17
1712221200,156.71,04-04-18
1712224800,157.09,04-04-19
1712228400,162.45,04-04-20
1712232000,157.09,04-04-21
1712235600,157.09,04-04-22
1712239200,157.09,04-04-23
1712242800,157.09,04-05-00
1712246400,157.01,04-05-01
1712250000,157.01,04-05-02
1712253600,103.65,04-05-03
1712257200,95.35,04-05-04
1712260800,102.33,04-05-05
1712264400,104.4,04-05-06
1712268000,157.31,04-05-07
1712271600,157.31,04-05-08
1712275200,156.96,04-05-09
1712278800,159.4,04-05-10
1712282400,151.92,04-05-11
1712286000,151.38,04-05-12
1712289600,123.49,04-05-13
1712293200,150.26,04-05-14
1712296800,150.26,04-05-15
1712300400,155.9,04-05-16
1712304000,155.9,04-05-17
1712307600,154.51,04-05-18
1712311200,156.28,04-05-19
1712314800,156.47,04-05-20
1712318400,156.54,04-05-21
1712322000,156.54,04-05-22
1712325600,156.68,04-05-23
1712329200,156.28,04-06-00
1712332800,144.19,04-06-01
1712336400,144.19,04-06-02
1712340000,158.75,04-06-03
1712343600,144.19,04-06-04
1712347200,144.19,04-06-05
1712350800,144.19,04-06-06
1712354400,144.19,04-06-07
1712358000,144.19,04-06-08
1712361600,144.0,04-06-09
1712365200,143.82,04-06-10
1712368800,143.45,04-06-11
1712372400,143.45,04-06-12
1712376000,143.45,04-06-13
1712379600,143.45,04-06-14
1712383200,143.45,04-06-15
1712386800,143.45,04-06-16
1712390400,143.45,04-06-17
1712394000,159.22,04-06-18
1712397600,160.45,04-06-19
1712401200,161.53,04-06-20
1712404800,161.53,04-06-21
1712408400,144.0,04-06-22
1712412000,161.25,04-06-23
1712415600,161.39,04-07-00
1712419200,144.46,04-07-01
1712422800,144.46,04-07-02
1712426400,144.46,04-07-03
1712430000,144.46,04-07-04
1712433600,144.46,04-07-05
1712437200,144.46,04-07-06
1712440800,159.27,04-07-07
1712444400,144.46,04-07-08
1712448000,144.09,04-07-09
1712451600,143.72,04-07-10
1712455200,130.96,04-07-11
1712458800,130.78,04-07-12
1712462400,130.78,04-07-13
1712466000,143.34,04-07-14
1712469600,143.53,04-07-15
1712473200,143.53,04-07-16
1712476800,143.53,04-07-17
1712480400,161.52,04-07-18
1712484000,162.56,04-07-19
1712487600,143.9,04-07-20
1712491200,163.68,04-07-21
1712494800,163.24,04-07-22
1712498400,160.76,04-07-23
1712502000,144.09,04-08-00
1712505600,152.16,04-08-01
1712509200,157.62,04-08-02
1712512800,153.27,04-08-03
1712516400,86.38,04-08-04
1712520000,151.89,04-08-05
1712523600,152.35,04-08-06
1712527200,157.91,04-08-07
1712530800,159.38,04-08-08
1712534400,162.45,04-08-09
1712538000,161.05,04-08-10
1712541600,158.2,04-08-11
1712545200,157.21,04-08-12
1712548800,153.57,04-08-13
1712552400,157.58,04-08-14
1712556000,157.58,04-08-15
1712559600,158.15,04-08-16
1712563200,158.86,04-08-17
